,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
3486,57,technician,divorced,unknown,no,no,no,telephone,may,tue,137.0,2,999,0,nonexistent,no
3487,61,technician,married,professional.course,no,no,no,cellular,oct,thu,174.0,2,999,0,nonexistent,no
3488,28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,240.0,1,999,0,nonexistent,no
3489,58,retired,married,basic.4y,no,no,no,cellular,apr,wed,1307.0,1,999,0,nonexistent,yes
3490,46,technician,married,professional.course,no,no,no,cellular,aug,tue,92.0,1,999,0,nonexistent,no
3491,34,services,married,high.school,no,no,no,telephone,may,tue,211.0,1,999,0,nonexistent,no
3492,38,admin.,single,high.school,no,yes,no,cellular,aug,wed,246.0,1,999,0,nonexistent,no
3493,48,services,married,basic.6y,unknown,no,yes,telephone,jun,mon,511.0,5,999,0,nonexistent,no
3494,34,admin.,married,high.school,no,no,no,cellular,may,wed,350.0,2,999,1,failure,no
3495,36,,divorced,university.degree,no,yes,no,cellular,aug,mon,146.0,2,999,2,failure,yes
3496,35,admin.,single,university.degree,no,no,yes,cellular,jun,mon,141.0,2,4,3,success,no
3497,47,admin.,married,high.school,no,no,no,cellular,aug,thu,168.0,1,999,0,nonexistent,no
3498,56,technician,single,university.degree,no,yes,no,telephone,jun,wed,308.0,1,999,0,nonexistent,no
3499,29,admin.,single,university.degree,no,yes,no,cellular,may,tue,159.0,8,999,0,nonexistent,no
3500,48,admin.,divorced,high.school,no,yes,yes,telephone,jun,wed,967.0,2,999,0,nonexistent,yes
3501,38,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,119.0,2,999,0,nonexistent,no
3502,53,management,married,basic.4y,no,yes,no,telephone,may,fri,241.0,1,999,0,nonexistent,no
3503,43,admin.,married,high.school,no,yes,no,cellular,jul,wed,25.0,1,999,0,nonexistent,no
3504,24,admin.,single,high.school,no,yes,no,cellular,jul,wed,145.0,4,999,0,nonexistent,no
3505,48,admin.,single,basic.6y,unknown,yes,no,telephone,may,tue,141.0,2,999,0,nonexistent,no
3506,42,technician,divorced,basic.9y,no,yes,no,cellular,jul,mon,299.0,3,999,0,nonexistent,no
3507,52,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,269.0,2,999,0,nonexistent,no
3508,42,services,married,high.school,unknown,no,no,telephone,jun,thu,84.0,1,999,0,nonexistent,no
3509,24,student,single,university.degree,no,yes,no,cellular,may,wed,79.0,1,999,0,nonexistent,no
3510,39,admin.,married,basic.6y,unknown,yes,yes,telephone,may,tue,88.0,1,999,0,nonexistent,no
3511,29,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,140.0,2,999,0,nonexistent,no
3512,33,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,98.0,2,999,0,nonexistent,no
3513,52,blue-collar,married,professional.course,no,no,yes,telephone,may,wed,611.0,3,999,0,nonexistent,no
3514,42,management,divorced,university.degree,unknown,no,no,cellular,jul,mon,255.0,2,999,0,nonexistent,no
3515,45,blue-collar,married,high.school,no,yes,no,cellular,aug,mon,103.0,1,999,0,nonexistent,no
3516,29,admin.,married,university.degree,unknown,yes,no,cellular,may,mon,11.0,4,3,1,success,no
3517,83,retired,married,high.school,no,yes,no,cellular,dec,thu,96.0,1,999,0,nonexistent,no
3518,63,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,fri,107.0,3,999,0,nonexistent,no
3519,53,blue-collar,married,unknown,unknown,yes,no,cellular,jul,fri,386.0,2,999,0,nonexistent,no
3520,35,technician,single,professional.course,no,no,no,telephone,may,thu,19.0,7,999,0,nonexistent,no
3521,30,admin.,married,university.degree,no,yes,yes,cellular,may,fri,449.0,4,999,0,nonexistent,yes
3522,39,technician,single,high.school,no,yes,no,telephone,may,mon,247.0,1,999,0,nonexistent,no
3523,37,blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,538.0,5,999,0,nonexistent,no
3524,38,services,married,basic.4y,no,yes,no,telephone,jun,thu,400.0,2,999,0,nonexistent,no
3525,50,admin.,single,university.degree,no,yes,no,cellular,nov,tue,123.0,1,999,1,failure,no
3526,29,admin.,single,university.degree,no,yes,no,telephone,may,wed,51.0,3,999,0,nonexistent,no
3527,68,retired,divorced,professional.course,no,yes,no,cellular,oct,tue,418.0,2,999,0,nonexistent,yes
3528,29,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,822.0,2,999,0,nonexistent,yes
3529,34,blue-collar,married,high.school,no,yes,no,telephone,may,fri,116.0,2,999,0,nonexistent,no
3530,29,admin.,single,high.school,no,no,no,cellular,may,wed,131.0,1,999,1,failure,no
3531,45,admin.,married,high.school,no,yes,no,cellular,aug,fri,45.0,8,999,0,nonexistent,no
3532,24,student,single,high.school,no,no,no,cellular,aug,thu,355.0,1,999,0,nonexistent,yes
3533,47,admin.,divorced,high.school,no,yes,no,cellular,sep,tue,188.0,1,3,1,success,no
3534,40,housemaid,single,university.degree,no,no,no,telephone,may,tue,160.0,3,999,0,nonexistent,no
3535,37,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,thu,340.0,1,999,0,nonexistent,no
3536,29,blue-collar,single,professional.course,no,no,no,telephone,may,wed,298.0,5,999,0,nonexistent,no
3537,59,technician,married,unknown,no,yes,no,telephone,may,mon,93.0,1,999,0,nonexistent,no
3538,27,student,single,university.degree,no,no,no,cellular,may,wed,253.0,1,999,1,failure,no
3539,31,self-employed,single,university.degree,no,yes,no,cellular,jul,fri,85.0,2,999,0,nonexistent,no
3540,31,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,241.0,1,999,0,nonexistent,no
3541,34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,85.0,1,999,0,nonexistent,no
3542,25,admin.,single,basic.9y,no,yes,yes,cellular,jul,thu,14.0,30,999,0,nonexistent,no
3543,30,admin.,married,university.degree,no,yes,no,cellular,may,fri,158.0,1,999,1,failure,no
3544,43,technician,single,professional.course,no,no,no,cellular,may,tue,164.0,2,3,2,success,yes
3545,48,admin.,divorced,high.school,no,no,yes,telephone,jun,fri,36.0,5,999,0,nonexistent,no
3546,33,blue-collar,single,professional.course,no,no,yes,telephone,jul,fri,,1,999,0,nonexistent,no
3547,33,management,married,university.degree,no,yes,yes,cellular,jul,thu,1390.0,2,999,0,nonexistent,no
3548,54,technician,married,university.degree,no,no,no,cellular,nov,tue,810.0,2,999,0,nonexistent,no
3549,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,441.0,3,999,0,nonexistent,no
3550,56,technician,married,basic.4y,no,yes,no,telephone,may,mon,143.0,3,999,0,nonexistent,no
3551,43,admin.,married,high.school,no,yes,no,cellular,jul,tue,197.0,1,999,0,nonexistent,no
3552,47,admin.,single,university.degree,no,no,no,telephone,may,fri,104.0,3,999,0,nonexistent,no
3553,32,services,married,high.school,no,yes,no,telephone,may,wed,628.0,2,999,0,nonexistent,yes
3554,31,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,134.0,2,999,0,nonexistent,no
3555,32,admin.,single,university.degree,no,yes,no,cellular,jul,fri,313.0,1,999,0,nonexistent,no
3556,39,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,108.0,4,999,0,nonexistent,no
3557,34,admin.,married,university.degree,no,yes,yes,telephone,may,mon,97.0,9,999,0,nonexistent,no
3558,46,admin.,married,university.degree,unknown,no,no,telephone,may,fri,38.0,5,999,0,nonexistent,no
3559,36,admin.,married,university.degree,no,yes,no,cellular,apr,mon,506.0,2,999,0,nonexistent,no
3560,32,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,41.0,2,999,0,nonexistent,no
3561,59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,274.0,5,999,0,nonexistent,no
3562,37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,233.0,3,999,0,nonexistent,no
3563,42,management,married,basic.6y,no,yes,yes,cellular,nov,fri,81.0,6,999,1,failure,no
3564,39,technician,single,university.degree,no,yes,yes,cellular,apr,mon,861.0,6,999,1,failure,no
3565,58,services,married,high.school,no,yes,no,telephone,jun,fri,32.0,1,999,0,nonexistent,no
3566,38,blue-collar,single,basic.6y,unknown,no,no,cellular,may,fri,39.0,1,999,0,nonexistent,no
3567,29,admin.,single,high.school,no,yes,no,cellular,jul,fri,130.0,2,999,0,nonexistent,no
3568,37,blue-collar,married,basic.6y,no,yes,no,telephone,nov,mon,99.0,3,999,0,nonexistent,no
3569,47,housemaid,married,basic.4y,unknown,yes,yes,telephone,jul,tue,308.0,2,999,0,nonexistent,no
3570,33,entrepreneur,single,university.degree,no,no,no,cellular,may,mon,637.0,4,999,1,failure,yes
3571,52,management,married,university.degree,no,no,no,cellular,aug,tue,600.0,1,999,0,nonexistent,yes
3572,34,technician,single,university.degree,no,no,no,cellular,jul,tue,117.0,3,999,0,nonexistent,no
3573,27,blue-collar,married,university.degree,no,no,yes,telephone,may,fri,357.0,1,999,0,nonexistent,no
3574,44,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,159.0,2,999,0,nonexistent,no
3575,39,admin.,married,university.degree,no,yes,yes,cellular,jul,thu,604.0,2,999,0,nonexistent,no
3576,55,management,married,basic.4y,no,no,no,cellular,may,fri,95.0,4,999,0,nonexistent,no
3577,47,entrepreneur,single,university.degree,unknown,yes,no,telephone,jun,mon,42.0,1,999,0,nonexistent,no
3578,32,technician,single,university.degree,no,yes,yes,cellular,nov,fri,1162.0,2,999,0,nonexistent,no
3579,54,management,married,university.degree,no,no,no,cellular,apr,tue,243.0,1,999,0,nonexistent,yes
3580,23,student,single,basic.9y,no,yes,yes,cellular,sep,mon,218.0,3,6,2,success,yes
3581,51,entrepreneur,married,professional.course,unknown,no,no,cellular,may,mon,295.0,1,999,1,failure,no
3582,51,blue-collar,married,basic.4y,no,yes,no,telephone,jun,tue,83.0,1,999,0,nonexistent,no
3583,29,admin.,single,university.degree,no,no,no,cellular,oct,mon,123.0,2,12,2,failure,no
3584,30,self-employed,married,university.degree,no,yes,yes,telephone,jul,wed,957.0,3,999,0,nonexistent,no
3585,54,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,253.0,5,999,0,nonexistent,no
3586,34,admin.,single,university.degree,no,no,no,cellular,may,fri,101.0,4,999,1,failure,no
3587,55,technician,married,university.degree,no,no,no,telephone,may,fri,435.0,1,999,0,nonexistent,no
3588,26,entrepreneur,married,university.degree,no,yes,no,telephone,jun,fri,168.0,3,999,0,nonexistent,no
3589,47,blue-collar,single,basic.9y,no,yes,yes,telephone,jul,mon,41.0,9,999,0,nonexistent,no
3590,47,admin.,single,university.degree,no,no,no,cellular,may,mon,53.0,4,999,1,failure,no
3591,37,technician,single,university.degree,no,yes,no,cellular,jul,wed,256.0,1,999,0,nonexistent,no
3592,37,blue-collar,single,professional.course,no,no,no,cellular,apr,fri,360.0,1,999,0,nonexistent,no
3593,38,housemaid,married,basic.4y,unknown,unknown,unknown,cellular,jul,tue,105.0,3,999,0,nonexistent,no
3594,28,services,divorced,high.school,unknown,no,yes,cellular,jul,fri,278.0,2,999,0,nonexistent,yes
3595,39,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,199.0,3,999,0,nonexistent,no
3596,39,management,married,basic.9y,no,no,no,cellular,jul,wed,55.0,1,999,0,nonexistent,no
3597,24,admin.,single,university.degree,no,yes,yes,cellular,jun,mon,74.0,1,999,0,nonexistent,no
3598,44,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,1034.0,2,999,0,nonexistent,no
3599,55,retired,single,high.school,no,yes,no,telephone,may,mon,342.0,1,999,0,nonexistent,no
3600,35,technician,single,professional.course,no,unknown,unknown,telephone,jun,fri,14.0,21,999,0,nonexistent,no
3601,29,services,single,high.school,no,no,yes,telephone,may,tue,262.0,2,999,0,nonexistent,no
3602,33,technician,married,professional.course,no,no,no,cellular,jul,wed,96.0,4,999,0,nonexistent,no
3603,30,services,married,high.school,no,no,no,telephone,may,wed,106.0,5,999,0,nonexistent,no
3604,35,technician,single,university.degree,no,yes,no,cellular,aug,tue,439.0,3,999,0,nonexistent,yes
3605,41,admin.,married,university.degree,no,yes,no,cellular,aug,wed,206.0,1,999,0,nonexistent,no
3606,48,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,158.0,2,999,0,nonexistent,no
3607,31,admin.,married,university.degree,no,yes,no,cellular,jul,wed,255.0,1,999,0,nonexistent,no
3608,36,admin.,single,university.degree,no,no,yes,cellular,jul,thu,35.0,11,999,0,nonexistent,no
3609,32,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,108.0,3,999,0,nonexistent,no
3610,56,retired,married,basic.4y,no,no,no,cellular,dec,thu,582.0,4,999,0,nonexistent,yes
3611,37,admin.,single,university.degree,unknown,no,no,cellular,jul,tue,150.0,5,999,0,nonexistent,no
3612,59,retired,married,professional.course,unknown,yes,no,telephone,jun,fri,435.0,4,999,0,nonexistent,no
3613,58,admin.,married,high.school,no,yes,yes,cellular,aug,tue,314.0,1,999,0,nonexistent,no
3614,48,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,477.0,2,999,0,nonexistent,no
3615,41,admin.,married,university.degree,no,yes,yes,telephone,may,mon,77.0,2,999,0,nonexistent,no
3616,34,unemployed,married,high.school,no,yes,yes,cellular,jul,wed,41.0,5,999,0,nonexistent,no
3617,48,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,fri,165.0,3,999,0,nonexistent,no
3618,30,technician,married,university.degree,no,no,no,telephone,may,tue,169.0,4,999,0,nonexistent,no
3619,41,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,726.0,1,999,0,nonexistent,no
3620,40,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,296.0,2,999,0,nonexistent,no
3621,54,management,married,basic.6y,no,yes,no,cellular,may,mon,142.0,5,999,0,nonexistent,no
3622,50,management,divorced,university.degree,no,no,no,telephone,may,tue,63.0,3,999,1,failure,no
3623,54,blue-collar,married,high.school,no,yes,yes,telephone,jun,wed,26.0,7,999,0,nonexistent,no
3624,45,unemployed,married,basic.9y,no,yes,no,cellular,jun,mon,201.0,1,999,0,nonexistent,no
3625,35,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,35.0,1,999,0,nonexistent,no
3626,48,admin.,single,university.degree,no,yes,no,telephone,jun,fri,14.0,3,999,0,nonexistent,no
3627,44,retired,divorced,professional.course,no,yes,no,cellular,nov,mon,231.0,1,999,0,nonexistent,no
3628,32,services,married,high.school,no,no,yes,cellular,jul,tue,302.0,3,999,0,nonexistent,no
3629,28,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,mon,482.0,3,999,0,nonexistent,no
3630,53,management,divorced,university.degree,no,no,no,cellular,apr,thu,198.0,2,999,0,nonexistent,no
3631,27,admin.,single,university.degree,no,yes,no,cellular,may,fri,431.0,1,999,0,nonexistent,yes
3632,36,management,married,university.degree,no,no,no,cellular,jun,mon,200.0,4,999,0,nonexistent,yes
3633,39,admin.,married,university.degree,no,yes,no,cellular,jul,thu,79.0,3,999,0,nonexistent,no
3634,42,admin.,married,high.school,no,no,no,cellular,nov,tue,203.0,1,999,0,nonexistent,no
3635,41,unemployed,married,university.degree,no,no,no,cellular,may,thu,142.0,3,999,0,nonexistent,no
3636,50,admin.,married,university.degree,no,no,no,cellular,aug,thu,407.0,2,999,0,nonexistent,no
3637,35,services,married,high.school,unknown,yes,no,cellular,may,wed,404.0,1,999,1,failure,no
3638,82,housemaid,married,basic.4y,no,no,no,telephone,sep,tue,279.0,3,3,2,success,yes
3639,30,technician,single,professional.course,no,no,no,cellular,aug,fri,73.0,2,999,0,nonexistent,no
3640,24,services,single,high.school,no,no,no,telephone,may,tue,185.0,1,999,0,nonexistent,no
3641,56,unemployed,married,unknown,no,no,no,telephone,jul,thu,626.0,5,999,0,nonexistent,no
3642,27,student,single,high.school,no,no,no,cellular,may,mon,64.0,2,999,1,failure,no
3643,37,unemployed,married,university.degree,no,no,yes,telephone,jul,fri,85.0,3,999,0,nonexistent,no
3644,46,blue-collar,married,high.school,no,yes,no,telephone,jun,wed,216.0,2,999,0,nonexistent,no
3645,31,unemployed,married,university.degree,no,no,no,cellular,aug,wed,147.0,3,999,0,nonexistent,no
3646,44,self-employed,married,university.degree,no,no,no,cellular,aug,thu,242.0,4,999,0,nonexistent,no
3647,28,admin.,single,university.degree,no,no,no,cellular,aug,mon,192.0,1,999,0,nonexistent,no
3648,26,admin.,single,high.school,no,yes,no,telephone,may,fri,448.0,2,999,0,nonexistent,no
3649,29,admin.,single,high.school,no,yes,yes,cellular,jul,fri,67.0,11,999,0,nonexistent,no
3650,43,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,wed,93.0,2,999,0,nonexistent,no
3651,46,housemaid,married,basic.4y,no,no,no,telephone,may,wed,506.0,2,999,0,nonexistent,yes
3652,37,admin.,married,high.school,no,no,yes,cellular,jul,tue,135.0,1,999,0,nonexistent,no
3653,30,admin.,married,university.degree,no,no,yes,cellular,apr,thu,206.0,1,999,0,nonexistent,no
3654,52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,315.0,1,999,0,nonexistent,yes
3655,36,blue-collar,single,basic.4y,no,no,no,telephone,may,fri,136.0,1,999,0,nonexistent,no
3656,41,services,married,high.school,no,yes,no,telephone,may,wed,55.0,1,999,0,nonexistent,no
3657,38,services,single,high.school,no,yes,no,cellular,aug,thu,122.0,3,999,0,nonexistent,no
3658,34,technician,single,professional.course,no,yes,no,cellular,jul,wed,1078.0,8,999,0,nonexistent,no
3659,54,technician,divorced,professional.course,no,yes,no,cellular,dec,mon,352.0,1,6,1,success,no
3660,35,entrepreneur,married,high.school,no,no,no,telephone,may,wed,97.0,2,999,0,nonexistent,no
3661,30,blue-collar,single,basic.4y,no,no,no,cellular,jul,mon,112.0,10,999,0,nonexistent,no
3662,55,unemployed,divorced,professional.course,no,no,no,telephone,dec,fri,136.0,1,999,0,nonexistent,no
3663,44,blue-collar,married,high.school,unknown,yes,no,cellular,apr,thu,253.0,1,999,1,failure,no
3664,39,admin.,married,high.school,no,yes,no,telephone,jun,wed,1141.0,4,999,0,nonexistent,yes
3665,30,admin.,single,university.degree,no,yes,yes,telephone,apr,thu,874.0,2,999,0,nonexistent,yes
3666,36,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,280.0,1,999,0,nonexistent,no
3667,38,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,fri,186.0,2,999,0,nonexistent,no
3668,37,blue-collar,married,professional.course,no,no,no,telephone,may,mon,336.0,1,999,0,nonexistent,no
3669,33,admin.,married,high.school,no,yes,yes,telephone,may,thu,10.0,2,999,0,nonexistent,no
3670,47,admin.,married,high.school,no,no,no,cellular,may,wed,99.0,2,999,0,nonexistent,no
3671,38,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,112.0,1,999,1,failure,no
3672,23,management,single,university.degree,no,yes,no,cellular,jul,thu,134.0,1,999,0,nonexistent,no
3673,37,blue-collar,married,high.school,no,yes,no,cellular,may,fri,142.0,1,999,0,nonexistent,no
3674,32,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,124.0,2,999,0,nonexistent,no
3675,57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,48.0,1,999,0,nonexistent,no
3676,34,admin.,married,university.degree,no,yes,yes,telephone,may,mon,75.0,3,999,0,nonexistent,no
3677,32,admin.,married,university.degree,no,yes,no,cellular,jun,thu,105.0,1,999,0,nonexistent,no
3678,61,retired,married,university.degree,no,yes,no,cellular,apr,wed,205.0,2,999,0,nonexistent,no
3679,34,admin.,divorced,basic.9y,no,no,no,telephone,may,thu,973.0,2,999,0,nonexistent,no
3680,33,technician,married,professional.course,no,yes,no,telephone,may,wed,120.0,1,999,0,nonexistent,no
3681,37,technician,divorced,professional.course,no,no,no,cellular,may,mon,66.0,1,999,1,failure,no
3682,48,entrepreneur,married,basic.4y,unknown,no,no,cellular,aug,thu,81.0,1,999,0,nonexistent,no
3683,32,technician,single,university.degree,no,yes,no,cellular,aug,wed,127.0,3,999,0,nonexistent,no
3684,70,retired,married,basic.4y,no,yes,no,telephone,mar,mon,147.0,1,999,0,nonexistent,no
3685,33,services,divorced,high.school,no,yes,no,cellular,may,fri,82.0,3,999,0,nonexistent,no
3686,31,entrepreneur,unknown,university.degree,no,no,no,cellular,oct,thu,164.0,1,999,0,nonexistent,yes
3687,53,technician,married,professional.course,unknown,no,no,telephone,jun,fri,421.0,6,999,0,nonexistent,no
3688,24,services,single,basic.9y,unknown,yes,no,cellular,jul,thu,199.0,1,999,0,nonexistent,no
3689,41,blue-collar,divorced,basic.6y,no,unknown,unknown,telephone,may,fri,234.0,2,999,0,nonexistent,no
3690,47,admin.,single,university.degree,no,no,no,cellular,jul,tue,108.0,1,999,0,nonexistent,no
3691,59,retired,married,unknown,no,yes,no,cellular,aug,fri,73.0,1,999,0,nonexistent,no
3692,32,self-employed,single,high.school,no,no,no,telephone,jun,thu,11.0,1,999,0,nonexistent,no
3693,37,technician,single,professional.course,no,yes,no,cellular,aug,wed,101.0,2,999,0,nonexistent,no
3694,36,management,married,university.degree,no,no,no,cellular,apr,mon,450.0,1,999,1,failure,no
3695,40,admin.,divorced,high.school,no,no,no,telephone,jul,wed,96.0,7,999,0,nonexistent,no
3696,44,admin.,married,unknown,no,no,no,cellular,apr,wed,251.0,4,999,1,failure,no
3697,40,admin.,married,high.school,no,no,no,telephone,may,fri,83.0,3,999,0,nonexistent,no
3698,50,admin.,married,high.school,no,no,yes,telephone,jun,fri,219.0,1,999,0,nonexistent,no
3699,23,student,single,basic.9y,no,yes,no,cellular,jun,tue,189.0,1,6,3,success,no
3700,51,blue-collar,married,basic.4y,no,no,yes,cellular,jun,mon,325.0,1,3,1,success,yes
3701,36,entrepreneur,married,high.school,no,no,no,cellular,may,tue,179.0,1,999,1,failure,no
3702,35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,447.0,3,999,0,nonexistent,no
3703,48,entrepreneur,single,university.degree,no,no,yes,cellular,jul,tue,137.0,2,999,0,nonexistent,no
3704,46,management,married,university.degree,no,no,no,telephone,may,mon,103.0,1,999,0,nonexistent,no
3705,35,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,144.0,7,999,0,nonexistent,no
3706,47,housemaid,married,unknown,no,yes,no,cellular,nov,wed,87.0,1,999,0,nonexistent,no
3707,33,self-employed,single,university.degree,no,unknown,unknown,telephone,jun,fri,38.0,5,999,0,nonexistent,no
3708,42,admin.,single,high.school,no,no,yes,cellular,jul,fri,295.0,1,999,0,nonexistent,no
3709,26,student,single,basic.9y,no,no,no,telephone,aug,wed,449.0,1,999,0,nonexistent,yes
3710,38,technician,married,professional.course,unknown,yes,no,telephone,may,wed,157.0,1,999,0,nonexistent,no
3711,34,admin.,single,high.school,no,yes,no,cellular,nov,mon,725.0,2,8,2,failure,no
3712,53,management,divorced,university.degree,no,yes,no,cellular,apr,thu,222.0,2,999,0,nonexistent,yes
3713,41,services,married,high.school,no,yes,yes,cellular,may,wed,21.0,8,999,0,nonexistent,no
3714,26,blue-collar,married,professional.course,no,unknown,unknown,telephone,aug,tue,11.0,1,999,0,nonexistent,no
3715,38,technician,married,professional.course,unknown,yes,no,telephone,may,tue,153.0,2,999,0,nonexistent,no
3716,79,retired,married,basic.9y,no,no,no,cellular,may,tue,104.0,1,999,2,failure,no
3717,42,admin.,married,high.school,no,no,yes,cellular,jul,thu,219.0,6,999,0,nonexistent,no
3718,52,housemaid,divorced,basic.9y,unknown,no,no,cellular,jul,mon,272.0,2,999,0,nonexistent,no
3719,30,technician,single,professional.course,no,no,no,cellular,may,fri,1015.0,1,999,0,nonexistent,yes
3720,33,technician,divorced,high.school,no,no,no,cellular,nov,tue,70.0,1,999,0,nonexistent,no
3721,33,technician,married,professional.course,no,yes,no,cellular,aug,tue,211.0,6,999,0,nonexistent,no
3722,39,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,266.0,1,999,0,nonexistent,no
3723,27,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,37.0,9,999,0,nonexistent,no
3724,34,technician,married,unknown,no,yes,no,cellular,nov,tue,200.0,1,3,1,success,yes
3725,45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,432.0,1,999,0,nonexistent,no
3726,57,admin.,divorced,basic.9y,no,yes,yes,cellular,jul,mon,518.0,4,999,0,nonexistent,no
3727,30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,141.0,1,999,0,nonexistent,no
3728,33,technician,married,high.school,no,no,yes,cellular,aug,thu,401.0,2,999,0,nonexistent,yes
3729,50,self-employed,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,153.0,3,999,0,nonexistent,no
3730,35,services,married,high.school,no,no,no,telephone,may,thu,194.0,1,999,0,nonexistent,no
3731,42,admin.,married,university.degree,no,yes,no,cellular,aug,thu,162.0,5,999,0,nonexistent,no
3732,55,admin.,married,basic.9y,no,no,no,cellular,nov,mon,154.0,3,999,0,nonexistent,no
3733,44,technician,divorced,professional.course,unknown,yes,no,cellular,aug,thu,145.0,1,999,0,nonexistent,no
3734,51,technician,married,basic.9y,no,no,no,telephone,jun,fri,302.0,1,999,0,nonexistent,yes
3735,39,self-employed,married,university.degree,unknown,yes,no,telephone,jun,tue,123.0,5,999,0,nonexistent,no
3736,24,student,single,university.degree,no,yes,yes,telephone,may,fri,65.0,3,999,0,nonexistent,no
3737,41,technician,married,basic.9y,no,yes,no,telephone,may,thu,347.0,1,999,0,nonexistent,no
3738,26,management,single,university.degree,no,yes,no,cellular,may,tue,165.0,1,999,0,nonexistent,no
3739,49,unemployed,married,professional.course,no,no,no,cellular,jun,fri,317.0,1,999,0,nonexistent,no
3740,35,blue-collar,married,high.school,no,yes,yes,telephone,may,fri,272.0,2,999,0,nonexistent,no
3741,43,technician,married,basic.9y,unknown,no,no,telephone,jun,fri,44.0,3,999,0,nonexistent,no
3742,33,admin.,single,university.degree,no,no,no,cellular,may,thu,17.0,5,999,0,nonexistent,no
3743,25,student,single,unknown,unknown,yes,no,cellular,jul,tue,371.0,1,999,0,nonexistent,yes
3744,55,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,thu,97.0,2,999,0,nonexistent,no
3745,53,admin.,married,university.degree,unknown,yes,no,cellular,sep,tue,81.0,5,999,0,nonexistent,no
3746,42,blue-collar,married,basic.4y,no,no,yes,cellular,apr,thu,579.0,3,999,0,nonexistent,no
3747,35,technician,married,professional.course,no,no,no,telephone,may,tue,211.0,1,999,0,nonexistent,no
3748,36,technician,married,university.degree,no,yes,no,cellular,aug,fri,124.0,1,999,0,nonexistent,no
3749,37,admin.,single,university.degree,no,yes,no,cellular,jul,fri,844.0,2,6,3,success,no
3750,49,admin.,divorced,university.degree,no,no,no,telephone,may,tue,216.0,1,999,0,nonexistent,no
3751,62,blue-collar,married,unknown,no,no,no,cellular,mar,mon,515.0,2,999,2,failure,no
3752,53,admin.,single,unknown,unknown,yes,no,cellular,jul,tue,319.0,2,999,0,nonexistent,no
3753,35,services,single,high.school,no,no,no,telephone,jun,fri,17.0,14,999,0,nonexistent,no
3754,31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,337.0,1,999,0,nonexistent,no
3755,25,self-employed,single,university.degree,no,yes,no,cellular,sep,mon,510.0,1,999,0,nonexistent,no
3756,30,admin.,single,university.degree,no,no,no,cellular,aug,thu,165.0,2,999,0,nonexistent,no
3757,40,admin.,divorced,high.school,no,yes,no,cellular,may,fri,164.0,1,999,0,nonexistent,no
3758,42,services,single,high.school,no,yes,no,cellular,may,mon,7.0,5,999,2,failure,no
3759,26,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,531.0,3,999,0,nonexistent,no
